,pid,num_targets,target_w,target_d,iteration,time
0,0,4,20,90,0,0.0
1,0,4,20,90,1,3.136108160018921
2,0,4,20,90,2,2.8024919033050537
3,0,4,20,90,3,2.9027018547058105
